[Running] cd "d:\Git\NS\" && g++ NS.cpp -o NS && "d:\Git\NS\"NS
j=1,i=0,output=0,N_S=0,N_v=0,S_v=0,%=0,
j=6,i=82,output=4,N_S=200,N_v=200,S_v=0,%=0.41,

j=6,i=81,output=4,N_S=200,N_v=200,S_v=0,%=0.405,

j=6,i=80,output=4,N_S=200,N_v=200,S_v=0,%=0.4,

j=6,i=79,output=4,N_S=200,N_v=200,S_v=0,%=0.395,

j=6,i=78,output=4,N_S=200,N_v=200,S_v=0,%=0.39,

j=6,i=77,output=4,N_S=200,N_v=200,S_v=0,%=0.385,

j=6,i=76,output=4,N_S=200,N_v=200,S_v=0,%=0.38,

j=6,i=75,output=4,N_S=200,N_v=200,S_v=0,%=0.375,

j=6,i=74,output=4,N_S=200,N_v=200,S_v=0,%=0.37,

j=6,i=73,output=4,N_S=200,N_v=200,S_v=0,%=0.365,

j=6,i=72,output=4,N_S=200,N_v=200,S_v=0,%=0.36,

j=6,i=71,output=4,N_S=200,N_v=200,S_v=0,%=0.355,

j=6,i=70,output=4,N_S=200,N_v=200,S_v=0,%=0.35,

j=6,i=69,output=4,N_S=200,N_v=200,S_v=0,%=0.345,

j=6,i=68,output=4,N_S=200,N_v=200,S_v=0,%=0.34,

j=6,i=67,output=4,N_S=200,N_v=200,S_v=0,%=0.335,

j=6,i=66,output=4,N_S=200,N_v=200,S_v=0,%=0.33,

j=6,i=65,output=10,N_S=200,N_v=200,S_v=65,%=0,

j=6,i=64,output=1,N_S=136,N_v=200,S_v=64,%=0,

j=6,i=63,output=1,N_S=137,N_v=200,S_v=63,%=0,

j=6,i=62,output=1,N_S=138,N_v=200,S_v=62,%=0,

j=6,i=61,output=1,N_S=139,N_v=200,S_v=61,%=0,

j=6,i=60,output=1,N_S=140,N_v=200,S_v=60,%=0,

j=6,i=59,output=1,N_S=141,N_v=200,S_v=59,%=0,

j=6,i=58,output=1,N_S=142,N_v=200,S_v=58,%=0,

j=6,i=57,output=1,N_S=143,N_v=200,S_v=57,%=0,

j=6,i=56,output=1,N_S=144,N_v=200,S_v=56,%=0,

j=6,i=55,output=1,N_S=145,N_v=200,S_v=55,%=0,

j=6,i=54,output=1,N_S=146,N_v=200,S_v=54,%=0,

j=6,i=53,output=1,N_S=147,N_v=200,S_v=53,%=0,

j=6,i=52,output=1,N_S=148,N_v=200,S_v=52,%=0,

j=6,i=51,output=1,N_S=149,N_v=200,S_v=51,%=0,

j=7,i=50,output=1,N_S=150,N_v=200,S_v=50,%=0,

j=7,i=51,output=1,N_S=150,N_v=200,S_v=50,%=0.00666667,

j=7,i=52,output=1,N_S=150,N_v=200,S_v=50,%=0.0133333,

j=7,i=53,output=1,N_S=150,N_v=200,S_v=50,%=0.02,

j=7,i=54,output=1,N_S=150,N_v=200,S_v=50,%=0.0266667,

j=7,i=55,output=1,N_S=150,N_v=200,S_v=50,%=0.0333333,

j=7,i=56,output=1,N_S=150,N_v=200,S_v=50,%=0.04,

j=7,i=57,output=1,N_S=150,N_v=200,S_v=50,%=0.0466667,

j=7,i=58,output=1,N_S=150,N_v=200,S_v=50,%=0.0533333,

j=7,i=59,output=1,N_S=150,N_v=200,S_v=50,%=0.06,

j=7,i=60,output=1,N_S=150,N_v=200,S_v=50,%=0.0666667,

j=7,i=61,output=1,N_S=150,N_v=200,S_v=50,%=0.0733333,

j=7,i=62,output=1,N_S=150,N_v=200,S_v=50,%=0.08,

j=7,i=63,output=1,N_S=150,N_v=200,S_v=50,%=0.0866667,

j=7,i=64,output=1,N_S=150,N_v=200,S_v=50,%=0.0933333,

j=7,i=65,output=1,N_S=150,N_v=200,S_v=50,%=0.1,

j=7,i=66,output=1,N_S=150,N_v=200,S_v=50,%=0.106667,

j=7,i=67,output=1,N_S=150,N_v=200,S_v=50,%=0.113333,

j=7,i=68,output=1,N_S=150,N_v=200,S_v=50,%=0.12,

j=7,i=69,output=1,N_S=150,N_v=200,S_v=50,%=0.126667,

j=7,i=70,output=1,N_S=150,N_v=200,S_v=50,%=0.133333,

j=7,i=71,output=1,N_S=150,N_v=200,S_v=50,%=0.14,

j=7,i=72,output=1,N_S=150,N_v=200,S_v=50,%=0.146667,

j=7,i=73,output=1,N_S=150,N_v=200,S_v=50,%=0.153333,

j=7,i=74,output=1,N_S=150,N_v=200,S_v=50,%=0.16,

j=7,i=75,output=1,N_S=150,N_v=200,S_v=50,%=0.166667,

j=7,i=76,output=1,N_S=150,N_v=200,S_v=50,%=0.173333,

j=7,i=77,output=1,N_S=150,N_v=200,S_v=50,%=0.18,

j=7,i=78,output=1,N_S=150,N_v=200,S_v=50,%=0.186667,

j=7,i=79,output=1,N_S=150,N_v=200,S_v=50,%=0.193333,

j=7,i=80,output=1,N_S=150,N_v=200,S_v=50,%=0.2,

j=7,i=81,output=1,N_S=150,N_v=200,S_v=50,%=0.206667,

j=7,i=82,output=1,N_S=150,N_v=200,S_v=50,%=0.213333,

j=7,i=83,output=1,N_S=150,N_v=200,S_v=50,%=0.22,

j=7,i=84,output=1,N_S=150,N_v=200,S_v=50,%=0.226667,

j=7,i=85,output=1,N_S=150,N_v=200,S_v=50,%=0.233333,

j=7,i=86,output=1,N_S=150,N_v=200,S_v=50,%=0.24,

j=7,i=87,output=1,N_S=150,N_v=200,S_v=50,%=0.246667,

j=7,i=88,output=1,N_S=150,N_v=200,S_v=50,%=0.253333,

j=7,i=89,output=1,N_S=150,N_v=200,S_v=50,%=0.26,

j=7,i=90,output=1,N_S=150,N_v=200,S_v=50,%=0.266667,

j=7,i=91,output=1,N_S=150,N_v=200,S_v=50,%=0.273333,

j=7,i=92,output=1,N_S=150,N_v=200,S_v=50,%=0.28,

j=7,i=93,output=1,N_S=150,N_v=200,S_v=50,%=0.286667,

j=7,i=94,output=1,N_S=150,N_v=200,S_v=50,%=0.293333,

j=7,i=95,output=1,N_S=150,N_v=200,S_v=50,%=0.3,

j=7,i=96,output=1,N_S=150,N_v=200,S_v=50,%=0.306667,

j=7,i=97,output=1,N_S=150,N_v=200,S_v=50,%=0.313333,

j=7,i=98,output=1,N_S=150,N_v=200,S_v=50,%=0.32,

j=7,i=99,output=1,N_S=150,N_v=200,S_v=50,%=0.326667,

j=7,i=100,output=4,N_S=150,N_v=200,S_v=50,%=0.333333,

j=7,i=101,output=4,N_S=150,N_v=200,S_v=50,%=0.34,

j=7,i=102,output=4,N_S=150,N_v=200,S_v=50,%=0.346667,

j=7,i=103,output=4,N_S=150,N_v=200,S_v=50,%=0.353333,

j=7,i=104,output=4,N_S=150,N_v=200,S_v=50,%=0.36,

j=7,i=105,output=4,N_S=150,N_v=200,S_v=50,%=0.366667,

j=7,i=106,output=4,N_S=150,N_v=200,S_v=50,%=0.373333,

j=7,i=107,output=4,N_S=150,N_v=200,S_v=50,%=0.38,

j=7,i=108,output=4,N_S=150,N_v=200,S_v=50,%=0.386667,

j=7,i=109,output=4,N_S=150,N_v=200,S_v=50,%=0.393333,

j=7,i=110,output=4,N_S=150,N_v=200,S_v=50,%=0.4,

j=7,i=111,output=4,N_S=150,N_v=200,S_v=50,%=0.406667,

j=7,i=112,output=4,N_S=150,N_v=200,S_v=50,%=0.413333,

j=7,i=113,output=4,N_S=150,N_v=200,S_v=50,%=0.42,

j=7,i=114,output=4,N_S=150,N_v=200,S_v=50,%=0.426667,

j=7,i=115,output=4,N_S=150,N_v=200,S_v=50,%=0.433333,

j=7,i=116,output=4,N_S=150,N_v=200,S_v=50,%=0.44,

j=7,i=117,output=4,N_S=150,N_v=200,S_v=50,%=0.446667,

j=7,i=118,output=4,N_S=150,N_v=200,S_v=50,%=0.453333,

j=7,i=119,output=4,N_S=150,N_v=200,S_v=50,%=0.46,

j=7,i=120,output=4,N_S=150,N_v=200,S_v=50,%=0.466667,

j=7,i=121,output=4,N_S=150,N_v=200,S_v=50,%=0.473333,

j=7,i=122,output=4,N_S=150,N_v=200,S_v=50,%=0.48,

j=7,i=123,output=4,N_S=150,N_v=200,S_v=50,%=0.486667,

j=7,i=124,output=4,N_S=150,N_v=200,S_v=50,%=0.493333,

j=7,i=125,output=4,N_S=150,N_v=200,S_v=50,%=0.5,

j=7,i=126,output=4,N_S=150,N_v=200,S_v=50,%=0.506667,

j=7,i=127,output=4,N_S=150,N_v=200,S_v=50,%=0.513333,

j=7,i=128,output=4,N_S=150,N_v=200,S_v=50,%=0.52,

j=7,i=129,output=4,N_S=150,N_v=200,S_v=50,%=0.526667,

j=7,i=130,output=4,N_S=150,N_v=200,S_v=50,%=0.533333,

j=7,i=131,output=4,N_S=150,N_v=200,S_v=50,%=0.54,

j=7,i=132,output=4,N_S=150,N_v=200,S_v=50,%=0.546667,

j=7,i=133,output=4,N_S=150,N_v=200,S_v=50,%=0.553333,

j=7,i=134,output=4,N_S=150,N_v=200,S_v=50,%=0.56,

j=7,i=135,output=4,N_S=150,N_v=200,S_v=50,%=0.566667,

j=7,i=136,output=4,N_S=150,N_v=200,S_v=50,%=0.573333,

j=7,i=137,output=4,N_S=150,N_v=200,S_v=50,%=0.58,

j=7,i=138,output=4,N_S=150,N_v=200,S_v=50,%=0.586667,

j=7,i=139,output=4,N_S=150,N_v=200,S_v=50,%=0.593333,

j=7,i=140,output=4,N_S=150,N_v=200,S_v=50,%=0.6,

j=7,i=141,output=4,N_S=150,N_v=200,S_v=50,%=0.606667,

j=7,i=142,output=4,N_S=150,N_v=200,S_v=50,%=0.613333,

j=7,i=143,output=4,N_S=150,N_v=200,S_v=50,%=0.62,

j=7,i=144,output=4,N_S=150,N_v=200,S_v=50,%=0.626667,

j=7,i=145,output=4,N_S=150,N_v=200,S_v=50,%=0.633333,

j=7,i=146,output=4,N_S=150,N_v=200,S_v=50,%=0.64,

j=7,i=147,output=4,N_S=150,N_v=200,S_v=50,%=0.646667,

j=7,i=148,output=4,N_S=150,N_v=200,S_v=50,%=0.653333,

j=7,i=149,output=4,N_S=150,N_v=200,S_v=50,%=0.66,

j=7,i=150,output=4,N_S=150,N_v=200,S_v=50,%=0.666667,

j=7,i=151,output=20,N_S=150,N_v=151,S_v=50,%=0.673333,

j=7,i=152,output=2,N_S=102,N_v=152,S_v=50,%=1,

j=7,i=153,output=2,N_S=103,N_v=153,S_v=50,%=1,

j=7,i=154,output=2,N_S=104,N_v=154,S_v=50,%=1,

j=7,i=155,output=2,N_S=105,N_v=155,S_v=50,%=1,

j=7,i=156,output=2,N_S=106,N_v=156,S_v=50,%=1,

j=7,i=157,output=2,N_S=107,N_v=157,S_v=50,%=1,

j=7,i=158,output=2,N_S=108,N_v=158,S_v=50,%=1,

j=7,i=159,output=2,N_S=109,N_v=159,S_v=50,%=1,

j=7,i=160,output=2,N_S=110,N_v=160,S_v=50,%=1,

j=7,i=161,output=2,N_S=111,N_v=161,S_v=50,%=1,

j=7,i=162,output=2,N_S=112,N_v=162,S_v=50,%=1,

j=7,i=163,output=2,N_S=113,N_v=163,S_v=50,%=1,

j=7,i=164,output=2,N_S=114,N_v=164,S_v=50,%=1,

j=7,i=165,output=2,N_S=115,N_v=165,S_v=50,%=1,

j=7,i=166,output=2,N_S=116,N_v=166,S_v=50,%=1,

j=7,i=167,output=2,N_S=117,N_v=167,S_v=50,%=1,

j=7,i=168,output=2,N_S=118,N_v=168,S_v=50,%=1,

j=7,i=169,output=2,N_S=119,N_v=169,S_v=50,%=1,

j=7,i=170,output=2,N_S=120,N_v=170,S_v=50,%=1,

j=7,i=171,output=2,N_S=121,N_v=171,S_v=50,%=1,

j=7,i=172,output=2,N_S=122,N_v=172,S_v=50,%=1,

j=7,i=173,output=2,N_S=123,N_v=173,S_v=50,%=1,

j=7,i=174,output=2,N_S=124,N_v=174,S_v=50,%=1,

j=7,i=175,output=2,N_S=125,N_v=175,S_v=50,%=1,

j=7,i=176,output=2,N_S=126,N_v=176,S_v=50,%=1,

j=7,i=177,output=2,N_S=127,N_v=177,S_v=50,%=1,

j=7,i=178,output=2,N_S=128,N_v=178,S_v=50,%=1,

j=7,i=179,output=2,N_S=129,N_v=179,S_v=50,%=1,

j=7,i=180,output=2,N_S=130,N_v=180,S_v=50,%=1,

j=7,i=181,output=2,N_S=131,N_v=181,S_v=50,%=1,

j=7,i=182,output=2,N_S=132,N_v=182,S_v=50,%=1,

j=7,i=183,output=2,N_S=133,N_v=183,S_v=50,%=1,

j=7,i=184,output=2,N_S=134,N_v=184,S_v=50,%=1,

j=7,i=185,output=2,N_S=135,N_v=185,S_v=50,%=1,

j=7,i=186,output=2,N_S=136,N_v=186,S_v=50,%=1,

j=7,i=187,output=2,N_S=137,N_v=187,S_v=50,%=1,

j=7,i=188,output=2,N_S=138,N_v=188,S_v=50,%=1,

j=7,i=189,output=2,N_S=139,N_v=189,S_v=50,%=1,

j=7,i=190,output=2,N_S=140,N_v=190,S_v=50,%=1,

j=7,i=191,output=2,N_S=141,N_v=191,S_v=50,%=1,

j=7,i=192,output=2,N_S=142,N_v=192,S_v=50,%=1,

j=7,i=193,output=2,N_S=143,N_v=193,S_v=50,%=1,

j=7,i=194,output=2,N_S=144,N_v=194,S_v=50,%=1,

j=7,i=195,output=2,N_S=145,N_v=195,S_v=50,%=1,

j=7,i=196,output=2,N_S=146,N_v=196,S_v=50,%=1,

j=7,i=197,output=2,N_S=147,N_v=197,S_v=50,%=1,

j=7,i=198,output=2,N_S=148,N_v=198,S_v=50,%=1,

j=7,i=199,output=2,N_S=149,N_v=199,S_v=50,%=1,

j=7,i=200,output=2,N_S=150,N_v=200,S_v=50,%=1,

j=7,i=201,output=2,N_S=151,N_v=201,S_v=50,%=1,

j=7,i=202,output=2,N_S=152,N_v=202,S_v=50,%=1,

j=7,i=203,output=2,N_S=153,N_v=203,S_v=50,%=1,

j=7,i=204,output=2,N_S=154,N_v=204,S_v=50,%=1,

j=7,i=205,output=2,N_S=155,N_v=205,S_v=50,%=1,

j=7,i=206,output=2,N_S=156,N_v=206,S_v=50,%=1,

j=7,i=207,output=2,N_S=157,N_v=207,S_v=50,%=1,

j=7,i=208,output=2,N_S=158,N_v=208,S_v=50,%=1,

j=7,i=209,output=2,N_S=159,N_v=209,S_v=50,%=1,

j=7,i=210,output=2,N_S=160,N_v=210,S_v=50,%=1,

j=7,i=211,output=2,N_S=161,N_v=211,S_v=50,%=1,

j=7,i=212,output=2,N_S=162,N_v=212,S_v=50,%=1,

j=7,i=213,output=2,N_S=163,N_v=213,S_v=50,%=1,

j=7,i=214,output=2,N_S=164,N_v=214,S_v=50,%=1,

j=7,i=215,output=2,N_S=165,N_v=215,S_v=50,%=1,

j=7,i=216,output=2,N_S=166,N_v=216,S_v=50,%=1,

j=7,i=217,output=2,N_S=167,N_v=217,S_v=50,%=1,

j=7,i=218,output=2,N_S=168,N_v=218,S_v=50,%=1,

j=7,i=219,output=2,N_S=169,N_v=219,S_v=50,%=1,

j=7,i=220,output=2,N_S=170,N_v=220,S_v=50,%=1,

j=7,i=221,output=2,N_S=171,N_v=221,S_v=50,%=1,

j=7,i=222,output=2,N_S=172,N_v=222,S_v=50,%=1,

j=7,i=223,output=2,N_S=173,N_v=223,S_v=50,%=1,

j=7,i=224,output=2,N_S=174,N_v=224,S_v=50,%=1,

j=7,i=225,output=2,N_S=175,N_v=225,S_v=50,%=1,

j=7,i=226,output=2,N_S=176,N_v=226,S_v=50,%=1,

j=7,i=227,output=2,N_S=177,N_v=227,S_v=50,%=1,

j=7,i=228,output=2,N_S=178,N_v=228,S_v=50,%=1,

j=7,i=229,output=2,N_S=179,N_v=229,S_v=50,%=1,

j=7,i=230,output=2,N_S=180,N_v=230,S_v=50,%=1,

j=7,i=231,output=2,N_S=181,N_v=231,S_v=50,%=1,

j=7,i=232,output=2,N_S=182,N_v=232,S_v=50,%=1,

j=7,i=233,output=2,N_S=183,N_v=233,S_v=50,%=1,

j=7,i=234,output=2,N_S=184,N_v=234,S_v=50,%=1,

j=7,i=235,output=2,N_S=185,N_v=235,S_v=50,%=1,

j=7,i=236,output=2,N_S=186,N_v=236,S_v=50,%=1,

j=7,i=237,output=2,N_S=187,N_v=237,S_v=50,%=1,

j=7,i=238,output=2,N_S=188,N_v=238,S_v=50,%=1,

j=7,i=239,output=2,N_S=189,N_v=239,S_v=50,%=1,

j=7,i=240,output=2,N_S=190,N_v=240,S_v=50,%=1,

j=7,i=241,output=2,N_S=191,N_v=241,S_v=50,%=1,

j=7,i=242,output=2,N_S=192,N_v=242,S_v=50,%=1,

j=7,i=243,output=2,N_S=193,N_v=243,S_v=50,%=1,

j=7,i=244,output=2,N_S=194,N_v=244,S_v=50,%=1,

j=7,i=245,output=2,N_S=195,N_v=245,S_v=50,%=1,

j=7,i=246,output=2,N_S=196,N_v=246,S_v=50,%=1,

j=7,i=247,output=2,N_S=197,N_v=247,S_v=50,%=1,

j=7,i=248,output=2,N_S=198,N_v=248,S_v=50,%=1,

j=7,i=249,output=2,N_S=199,N_v=249,S_v=50,%=1,

j=8,i=250,output=2,N_S=200,N_v=250,S_v=50,%=1,

j=8,i=249,output=2,N_S=200,N_v=250,S_v=50,%=0.995,

j=8,i=248,output=2,N_S=200,N_v=250,S_v=50,%=0.99,

j=8,i=247,output=2,N_S=200,N_v=250,S_v=50,%=0.985,

j=8,i=246,output=2,N_S=200,N_v=250,S_v=50,%=0.98,

j=8,i=245,output=2,N_S=200,N_v=250,S_v=50,%=0.975,

j=8,i=244,output=2,N_S=200,N_v=250,S_v=50,%=0.97,

j=8,i=243,output=2,N_S=200,N_v=250,S_v=50,%=0.965,

j=8,i=242,output=2,N_S=200,N_v=250,S_v=50,%=0.96,

j=8,i=241,output=2,N_S=200,N_v=250,S_v=50,%=0.955,

j=8,i=240,output=2,N_S=200,N_v=250,S_v=50,%=0.95,

j=8,i=239,output=2,N_S=200,N_v=250,S_v=50,%=0.945,

j=8,i=238,output=2,N_S=200,N_v=250,S_v=50,%=0.94,

j=8,i=237,output=2,N_S=200,N_v=250,S_v=50,%=0.935,

j=8,i=236,output=2,N_S=200,N_v=250,S_v=50,%=0.93,

j=8,i=235,output=2,N_S=200,N_v=250,S_v=50,%=0.925,

j=8,i=234,output=2,N_S=200,N_v=250,S_v=50,%=0.92,

j=8,i=233,output=2,N_S=200,N_v=250,S_v=50,%=0.915,

j=8,i=232,output=2,N_S=200,N_v=250,S_v=50,%=0.91,

j=8,i=231,output=2,N_S=200,N_v=250,S_v=50,%=0.905,

j=8,i=230,output=2,N_S=200,N_v=250,S_v=50,%=0.9,

j=8,i=229,output=2,N_S=200,N_v=250,S_v=50,%=0.895,

j=8,i=228,output=2,N_S=200,N_v=250,S_v=50,%=0.89,

j=8,i=227,output=2,N_S=200,N_v=250,S_v=50,%=0.885,

j=8,i=226,output=2,N_S=200,N_v=250,S_v=50,%=0.88,

j=8,i=225,output=2,N_S=200,N_v=250,S_v=50,%=0.875,

j=8,i=224,output=2,N_S=200,N_v=250,S_v=50,%=0.87,

j=8,i=223,output=2,N_S=200,N_v=250,S_v=50,%=0.865,

j=8,i=222,output=2,N_S=200,N_v=250,S_v=50,%=0.86,

j=8,i=221,output=2,N_S=200,N_v=250,S_v=50,%=0.855,

j=8,i=220,output=2,N_S=200,N_v=250,S_v=50,%=0.85,

j=8,i=219,output=2,N_S=200,N_v=250,S_v=50,%=0.845,

j=8,i=218,output=2,N_S=200,N_v=250,S_v=50,%=0.84,

j=8,i=217,output=2,N_S=200,N_v=250,S_v=50,%=0.835,

j=8,i=216,output=2,N_S=200,N_v=250,S_v=50,%=0.83,

j=8,i=215,output=2,N_S=200,N_v=250,S_v=50,%=0.825,

j=8,i=214,output=2,N_S=200,N_v=250,S_v=50,%=0.82,

j=8,i=213,output=2,N_S=200,N_v=250,S_v=50,%=0.815,

j=8,i=212,output=2,N_S=200,N_v=250,S_v=50,%=0.81,

j=8,i=211,output=2,N_S=200,N_v=250,S_v=50,%=0.805,

j=8,i=210,output=2,N_S=200,N_v=250,S_v=50,%=0.8,

j=8,i=209,output=2,N_S=200,N_v=250,S_v=50,%=0.795,

j=8,i=208,output=2,N_S=200,N_v=250,S_v=50,%=0.79,

j=8,i=207,output=2,N_S=200,N_v=250,S_v=50,%=0.785,

j=8,i=206,output=2,N_S=200,N_v=250,S_v=50,%=0.78,

j=8,i=205,output=2,N_S=200,N_v=250,S_v=50,%=0.775,

j=8,i=204,output=2,N_S=200,N_v=250,S_v=50,%=0.77,

j=8,i=203,output=2,N_S=200,N_v=250,S_v=50,%=0.765,

j=8,i=202,output=2,N_S=200,N_v=250,S_v=50,%=0.76,

j=8,i=201,output=2,N_S=200,N_v=250,S_v=50,%=0.755,

j=8,i=200,output=2,N_S=200,N_v=250,S_v=50,%=0.75,

j=8,i=199,output=2,N_S=200,N_v=250,S_v=50,%=0.745,

j=8,i=198,output=2,N_S=200,N_v=250,S_v=50,%=0.74,

j=8,i=197,output=2,N_S=200,N_v=250,S_v=50,%=0.735,

j=8,i=196,output=2,N_S=200,N_v=250,S_v=50,%=0.73,

j=8,i=195,output=2,N_S=200,N_v=250,S_v=50,%=0.725,

j=8,i=194,output=2,N_S=200,N_v=250,S_v=50,%=0.72,

j=8,i=193,output=2,N_S=200,N_v=250,S_v=50,%=0.715,

j=8,i=192,output=2,N_S=200,N_v=250,S_v=50,%=0.71,

j=8,i=191,output=2,N_S=200,N_v=250,S_v=50,%=0.705,

j=8,i=190,output=2,N_S=200,N_v=250,S_v=50,%=0.7,

j=8,i=189,output=2,N_S=200,N_v=250,S_v=50,%=0.695,

j=8,i=188,output=2,N_S=200,N_v=250,S_v=50,%=0.69,

j=8,i=187,output=2,N_S=200,N_v=250,S_v=50,%=0.685,

j=8,i=186,output=2,N_S=200,N_v=250,S_v=50,%=0.68,

j=8,i=185,output=2,N_S=200,N_v=250,S_v=50,%=0.675,

j=8,i=184,output=4,N_S=200,N_v=250,S_v=50,%=0.67,

j=8,i=183,output=4,N_S=200,N_v=250,S_v=50,%=0.665,

j=8,i=182,output=4,N_S=200,N_v=250,S_v=50,%=0.66,

j=8,i=181,output=4,N_S=200,N_v=250,S_v=50,%=0.655,

j=8,i=180,output=4,N_S=200,N_v=250,S_v=50,%=0.65,

j=8,i=179,output=4,N_S=200,N_v=250,S_v=50,%=0.645,

j=8,i=178,output=4,N_S=200,N_v=250,S_v=50,%=0.64,

j=8,i=177,output=4,N_S=200,N_v=250,S_v=50,%=0.635,

j=8,i=176,output=4,N_S=200,N_v=250,S_v=50,%=0.63,

j=8,i=175,output=4,N_S=200,N_v=250,S_v=50,%=0.625,

j=8,i=174,output=4,N_S=200,N_v=250,S_v=50,%=0.62,

j=8,i=173,output=4,N_S=200,N_v=250,S_v=50,%=0.615,

j=8,i=172,output=4,N_S=200,N_v=250,S_v=50,%=0.61,

j=8,i=171,output=4,N_S=200,N_v=250,S_v=50,%=0.605,

j=8,i=170,output=4,N_S=200,N_v=250,S_v=50,%=0.6,

j=8,i=169,output=4,N_S=200,N_v=250,S_v=50,%=0.595,

j=8,i=168,output=4,N_S=200,N_v=250,S_v=50,%=0.59,

j=8,i=167,output=4,N_S=200,N_v=250,S_v=50,%=0.585,

j=8,i=166,output=4,N_S=200,N_v=250,S_v=50,%=0.58,

j=8,i=165,output=4,N_S=200,N_v=250,S_v=50,%=0.575,

j=8,i=164,output=4,N_S=200,N_v=250,S_v=50,%=0.57,

j=8,i=163,output=4,N_S=200,N_v=250,S_v=50,%=0.565,

j=8,i=162,output=4,N_S=200,N_v=250,S_v=50,%=0.56,

j=8,i=161,output=4,N_S=200,N_v=250,S_v=50,%=0.555,

j=8,i=160,output=4,N_S=200,N_v=250,S_v=50,%=0.55,

j=8,i=159,output=4,N_S=200,N_v=250,S_v=50,%=0.545,

j=8,i=158,output=4,N_S=200,N_v=250,S_v=50,%=0.54,

j=8,i=157,output=4,N_S=200,N_v=250,S_v=50,%=0.535,

j=8,i=156,output=4,N_S=200,N_v=250,S_v=50,%=0.53,

j=8,i=155,output=4,N_S=200,N_v=250,S_v=50,%=0.525,

j=8,i=154,output=4,N_S=200,N_v=250,S_v=50,%=0.52,

j=8,i=153,output=4,N_S=200,N_v=250,S_v=50,%=0.515,

j=8,i=152,output=4,N_S=200,N_v=250,S_v=50,%=0.51,

j=8,i=151,output=4,N_S=200,N_v=250,S_v=50,%=0.505,

j=8,i=150,output=4,N_S=200,N_v=250,S_v=50,%=0.5,

j=8,i=149,output=4,N_S=200,N_v=250,S_v=50,%=0.495,

j=8,i=148,output=4,N_S=200,N_v=250,S_v=50,%=0.49,

j=8,i=147,output=4,N_S=200,N_v=250,S_v=50,%=0.485,

j=8,i=146,output=4,N_S=200,N_v=250,S_v=50,%=0.48,

j=8,i=145,output=4,N_S=200,N_v=250,S_v=50,%=0.475,

j=8,i=144,output=4,N_S=200,N_v=250,S_v=50,%=0.47,

j=8,i=143,output=4,N_S=200,N_v=250,S_v=50,%=0.465,

j=8,i=142,output=4,N_S=200,N_v=250,S_v=50,%=0.46,

j=8,i=141,output=4,N_S=200,N_v=250,S_v=50,%=0.455,

j=8,i=140,output=4,N_S=200,N_v=250,S_v=50,%=0.45,

j=8,i=139,output=4,N_S=200,N_v=250,S_v=50,%=0.445,

j=8,i=138,output=4,N_S=200,N_v=250,S_v=50,%=0.44,

j=8,i=137,output=4,N_S=200,N_v=250,S_v=50,%=0.435,

j=8,i=136,output=4,N_S=200,N_v=250,S_v=50,%=0.43,

j=8,i=135,output=4,N_S=200,N_v=250,S_v=50,%=0.425,

j=8,i=134,output=4,N_S=200,N_v=250,S_v=50,%=0.42,

j=8,i=133,output=4,N_S=200,N_v=250,S_v=50,%=0.415,

j=8,i=132,output=4,N_S=200,N_v=250,S_v=50,%=0.41,

j=8,i=131,output=4,N_S=200,N_v=250,S_v=50,%=0.405,

j=8,i=130,output=4,N_S=200,N_v=250,S_v=50,%=0.4,

j=8,i=129,output=4,N_S=200,N_v=250,S_v=50,%=0.395,

j=8,i=128,output=4,N_S=200,N_v=250,S_v=50,%=0.39,

j=8,i=127,output=4,N_S=200,N_v=250,S_v=50,%=0.385,

j=8,i=126,output=4,N_S=200,N_v=250,S_v=50,%=0.38,

j=8,i=125,output=4,N_S=200,N_v=250,S_v=50,%=0.375,

j=8,i=124,output=4,N_S=200,N_v=250,S_v=50,%=0.37,

j=8,i=123,output=4,N_S=200,N_v=250,S_v=50,%=0.365,

j=8,i=122,output=4,N_S=200,N_v=250,S_v=50,%=0.36,

j=8,i=121,output=4,N_S=200,N_v=250,S_v=50,%=0.355,

j=8,i=120,output=4,N_S=200,N_v=250,S_v=50,%=0.35,

j=8,i=119,output=4,N_S=200,N_v=250,S_v=50,%=0.345,

j=8,i=118,output=4,N_S=200,N_v=250,S_v=50,%=0.34,

j=8,i=117,output=4,N_S=200,N_v=250,S_v=50,%=0.335,

j=8,i=116,output=4,N_S=200,N_v=250,S_v=50,%=0.33,

j=8,i=115,output=10,N_S=200,N_v=250,S_v=115,%=0,

j=8,i=114,output=1,N_S=136,N_v=250,S_v=114,%=0,

j=8,i=113,output=1,N_S=137,N_v=250,S_v=113,%=0,

